Zona,Incidenti,Anno,Morti,Mese,Feriti
3.0,50,2013,0,8,67
4.0,48,2013,0,8,65
5.0,45,2013,0,8,52
6.0,38,2013,0,8,49
7.0,70,2013,0,8,99
8.0,63,2013,0,8,87
9.0,75,2013,0,8,100
,50,2013,0,9,62
1.0,112,2013,0,9,142
2.0,40,2013,0,9,50
3.0,109,2013,0,9,144
4.0,85,2013,1,9,118
5.0,82,2013,0,9,110
6.0,98,2013,0,9,134
7.0,78,2013,0,9,98
8.0,114,2013,0,9,148
,361,2011,2,6,480
1.0,79,2011,0,6,98
2.0,50,2011,0,6,59
3.0,95,2011,0,6,122
4.0,63,2011,0,6,83
5.0,75,2011,0,6,105
6.0,73,2011,1,6,97
7.0,55,2011,0,6,80
8.0,52,2011,0,6,67
9.0,72,2011,0,6,108
,47,2011,0,7,63
1.0,83,2011,0,7,100
2.0,74,2011,1,7,93
3.0,123,2011,0,7,163
4.0,96,2011,0,7,136
5.0,80,2011,0,7,112
6.0,77,2011,0,7,104
7.0,94,2011,0,7,137
8.0,105,2011,0,7,151
9.0,131,2011,0,7,172
,42,2011,0,8,56
1.0,35,2011,0,8,51
2.0,28,2011,0,8,34
3.0,52,2011,0,8,76
4.0,36,2011,0,8,50
5.0,35,2011,0,8,46
6.0,37,2011,1,8,46
7.0,51,2011,2,8,70
8.0,56,2011,1,8,82
9.0,68,2011,0,8,92
,241,2011,1,9,311
1.0,119,2011,0,9,148
2.0,64,2011,0,9,96
3.0,113,2011,0,9,139
4.0,64,2011,1,9,78
5.0,97,2011,1,9,125
6.0,73,2011,0,9,103
7.0,80,2011,0,9,110
8.0,92,2011,1,9,121
9.0,126,2011,0,9,175
,439,2011,0,10,546
1.0,77,2011,0,10,91
2.0,61,2011,0,10,73
3.0,131,2011,0,10,174
4.0,73,2011,0,10,99
5.0,64,2011,0,10,90
6.0,65,2011,0,10,89
7.0,74,2011,0,10,93
8.0,53,2011,0,10,66
9.0,108,2011,0,10,143
,394,2011,3,11,557
1.0,149,2011,0,11,188
2.0,61,2011,0,11,88
3.0,123,2011,2,11,156
4.0,85,2011,0,11,105
5.0,97,2011,0,11,156
6.0,86,2011,1,11,120
7.0,106,2011,1,11,142
8.0,110,2011,0,11,154
9.0,106,2011,0,11,155
,31,2011,0,12,35
1.0,109,2011,0,12,127
2.0,63,2011,0,12,85
3.0,110,2011,0,12,148
4.0,88,2011,1,12,123
5.0,68,2011,0,12,94
6.0,75,2011,0,12,120
7.0,102,2011,0,12,126
8.0,112,2011,0,12,158
9.0,141,2011,1,12,194
,44,2012,0,1,70
1.0,133,2012,0,1,162
2.0,66,2012,1,1,80
3.0,102,2012,0,1,126
4.0,78,2012,0,1,127
5.0,70,2012,0,1,89
6.0,62,2012,1,1,78
7.0,105,2012,1,1,146
8.0,99,2012,0,1,149
9.0,125,2012,2,1,168
,36,2012,0,2,47
1.0,70,2012,0,2,88
2.0,50,2012,0,2,69
3.0,83,2012,0,2,114
4.0,82,2012,0,2,106
5.0,70,2012,0,2,92
6.0,58,2012,1,2,74
7.0,80,2012,0,2,119
8.0,81,2012,0,2,109
9.0,96,2012,0,2,132
,36,2012,0,3,41
1.0,127,2012,0,3,153
2.0,78,2012,1,3,95
3.0,112,2012,0,3,138
4.0,97,2012,0,3,117
5.0,83,2012,0,3,127
6.0,95,2012,1,3,125
7.0,97,2012,0,3,130
8.0,102,2012,0,3,137
9.0,126,2012,1,3,175
,40,2012,0,4,63
1.0,75,2012,1,4,91
2.0,73,2012,1,4,89
3.0,105,2012,0,4,160
4.0,82,2012,0,4,116
5.0,81,2012,1,4,125
6.0,74,2012,1,4,92
7.0,76,2012,1,4,100
8.0,99,2012,0,4,133
9.0,104,2012,1,4,148
,38,2012,0,5,53
1.0,130,2012,0,5,164
2.0,88,2012,1,5,105
3.0,129,2012,0,5,171
4.0,89,2012,0,5,113
5.0,108,2012,0,5,140
6.0,109,2012,2,5,139
7.0,104,2012,2,5,140
8.0,124,2012,0,5,181
9.0,128,2012,0,5,178
,39,2012,0,6,50
1.0,107,2012,0,6,139
2.0,71,2012,0,6,85
3.0,124,2012,0,6,159
4.0,101,2012,0,6,131
5.0,112,2012,3,6,158
6.0,88,2012,2,6,114
7.0,89,2012,1,6,118
8.0,112,2012,1,6,141
9.0,132,2012,0,6,187
,37,2012,0,7,48
1.0,107,2012,0,7,120
2.0,70,2012,0,7,96
3.0,128,2012,0,7,163
4.0,86,2012,2,7,99
5.0,93,2012,0,7,120
6.0,71,2012,0,7,90
7.0,105,2012,2,7,136
8.0,105,2012,1,7,139
9.0,100,2012,1,7,130
,33,2012,0,8,60
1.0,41,2012,0,8,50
2.0,39,2012,0,8,57
3.0,68,2012,1,8,90
4.0,47,2012,0,8,71
5.0,50,2012,0,8,70
6.0,49,2012,0,8,65
7.0,44,2012,0,8,54
8.0,82,2012,1,8,111
9.0,65,2012,0,8,91
,34,2012,0,9,53
1.0,95,2012,0,9,116
2.0,57,2012,0,9,67
3.0,107,2012,2,9,138
4.0,94,2012,0,9,111
5.0,91,2012,0,9,140
6.0,71,2012,1,9,93
7.0,84,2012,1,9,114
8.0,106,2012,0,9,127
9.0,115,2012,0,9,152
,46,2012,0,10,65
1.0,133,2012,1,10,173
2.0,84,2012,2,10,99
3.0,123,2012,1,10,177
4.0,93,2012,0,10,121
5.0,116,2012,2,10,147
6.0,105,2012,0,10,142
7.0,117,2012,0,10,148
8.0,144,2012,0,10,174
9.0,131,2012,0,10,173
,43,2012,0,11,57
1.0,120,2012,0,11,157
2.0,51,2012,0,11,61
3.0,126,2012,0,11,178
4.0,106,2012,1,11,151
5.0,105,2012,0,11,149
6.0,79,2012,1,11,101
7.0,99,2012,0,11,133
8.0,140,2012,2,11,182
9.0,130,2012,0,11,180
,26,2012,0,12,32
1.0,126,2012,0,12,161
2.0,51,2012,0,12,61
3.0,104,2012,0,12,142
4.0,57,2012,1,12,67
5.0,76,2012,1,12,107
6.0,65,2012,0,12,86
7.0,77,2012,0,12,101
8.0,100,2012,1,12,120
9.0,104,2012,1,12,151
,42,2013,2,1,55
1.0,72,2013,0,1,100
2.0,35,2013,0,1,47
3.0,95,2013,0,1,117
4.0,74,2013,1,1,91
5.0,68,2013,0,1,91
6.0,73,2013,1,1,96
7.0,66,2013,0,1,86
8.0,96,2013,0,1,130
9.0,86,2013,0,1,130
,48,2013,0,2,61
1.0,62,2013,0,2,87
2.0,45,2013,0,2,62
3.0,79,2013,1,2,98
4.0,77,2013,0,2,95
5.0,53,2013,0,2,70
6.0,75,2013,0,2,105
7.0,61,2013,0,2,74
8.0,73,2013,0,2,93
9.0,103,2013,1,2,135
,41,2013,0,3,54
1.0,88,2013,0,3,111
2.0,44,2013,0,3,65
3.0,99,2013,0,3,151
4.0,79,2013,1,3,111
5.0,90,2013,0,3,127
6.0,58,2013,1,3,77
7.0,71,2013,0,3,83
8.0,92,2013,0,3,112
9.0,93,2013,0,3,120
,37,2013,0,4,42
1.0,90,2013,0,4,118
2.0,44,2013,0,4,56
3.0,87,2013,0,4,121
4.0,64,2013,1,4,87
5.0,91,2013,0,4,121
6.0,76,2013,0,4,100
7.0,80,2013,1,4,108
8.0,113,2013,0,4,150
9.0,95,2013,0,4,125
,33,2013,0,5,36
1.0,115,2013,1,5,143
2.0,52,2013,0,5,63
3.0,111,2013,0,5,149
4.0,90,2013,0,5,122
5.0,74,2013,0,5,101
6.0,90,2013,0,5,119
7.0,100,2013,0,5,132
8.0,112,2013,0,5,156
9.0,109,2013,0,5,147
,45,2013,0,6,57
1.0,112,2013,0,6,128
2.0,64,2013,0,6,85
3.0,104,2013,0,6,134
4.0,98,2013,0,6,135
5.0,109,2013,0,6,144
6.0,94,2013,0,6,129
7.0,115,2013,1,6,139
8.0,96,2013,1,6,138
9.0,130,2013,0,6,178
9.0,102,2013,1,9,136
,51,2013,0,10,68
1.0,132,2013,0,10,164
2.0,68,2013,0,10,87
3.0,118,2013,0,10,148
4.0,99,2013,0,10,135
5.0,94,2013,0,10,134
6.0,92,2013,3,10,121
7.0,115,2013,0,10,157
8.0,100,2013,1,10,149
9.0,125,2013,0,10,158
,53,2013,1,11,71
1.0,117,2013,0,11,148
2.0,56,2013,0,11,74
3.0,104,2013,1,11,127
4.0,64,2013,0,11,79
5.0,82,2013,0,11,99
6.0,83,2013,0,11,114
7.0,92,2013,0,11,128
8.0,100,2013,0,11,122
9.0,107,2013,2,11,130
,54,2013,0,12,74
1.0,93,2013,1,12,109
2.0,50,2013,0,12,70
3.0,98,2013,1,12,122
4.0,68,2013,0,12,92
5.0,62,2013,0,12,77
6.0,70,2013,0,12,99
7.0,71,2013,0,12,89
8.0,111,2013,1,12,147
9.0,105,2013,0,12,154
,54,2014,0,1,76
1.0,84,2014,0,1,108
2.0,44,2014,0,1,58
3.0,66,2014,0,1,85
4.0,62,2014,0,1,88
5.0,53,2014,0,1,75
6.0,58,2014,0,1,80
7.0,75,2014,0,1,97
8.0,63,2014,1,1,74
9.0,77,2014,1,1,95
,27,2014,0,2,33
1.0,92,2014,0,2,110
2.0,37,2014,0,2,50
3.0,86,2014,0,2,103
4.0,64,2014,0,2,81
5.0,74,2014,1,2,108
6.0,65,2014,1,2,80
7.0,70,2014,0,2,97
8.0,75,2014,0,2,115
9.0,94,2014,0,2,122
,37,2014,0,3,43
1.0,89,2014,0,3,108
2.0,48,2014,0,3,67
3.0,87,2014,0,3,114
4.0,53,2014,1,3,70
5.0,82,2014,0,3,104
6.0,68,2014,0,3,95
7.0,89,2014,0,3,115
8.0,102,2014,0,3,119
9.0,104,2014,1,3,144
,57,2014,0,4,74
1.0,93,2014,0,4,113
2.0,54,2014,0,4,67
3.0,91,2014,0,4,110
4.0,86,2014,1,4,117
5.0,78,2014,0,4,99
6.0,71,2014,0,4,97
7.0,92,2014,1,4,112
8.0,113,2014,0,4,143
9.0,102,2014,2,4,148
,37,2014,0,5,45
1.0,120,2014,1,5,143
2.0,53,2014,0,5,58
3.0,96,2014,1,5,123
4.0,80,2014,0,5,108
5.0,88,2014,0,5,108
6.0,77,2014,0,5,103
7.0,97,2014,2,5,121
8.0,133,2014,1,5,157
9.0,105,2014,1,5,129
,41,2014,1,6,52
1.0,103,2014,0,6,126
2.0,69,2014,0,6,91
3.0,98,2014,0,6,132
4.0,81,2014,4,6,96
5.0,78,2014,0,6,116
6.0,69,2014,1,6,93
7.0,96,2014,0,6,121
8.0,94,2014,0,6,121
9.0,95,2014,0,6,131
,46,2014,0,7,68
1.0,103,2014,0,7,125
2.0,50,2014,0,7,63
3.0,92,2014,1,7,117
4.0,78,2014,1,7,111
5.0,68,2014,0,7,94
6.0,70,2014,1,7,95
7.0,84,2014,1,7,122
8.0,102,2014,1,7,127
9.0,76,2014,1,7,94
,23,2014,1,8,31
1.0,29,2014,0,8,40
2.0,23,2014,0,8,29
3.0,44,2014,0,8,60
4.0,42,2014,0,8,59
5.0,41,2014,0,8,63
6.0,31,2014,0,8,38
7.0,36,2014,0,8,47
8.0,54,2014,0,8,79
9.0,53,2014,0,8,64
,55,2014,1,9,73
1.0,70,2014,0,9,97
2.0,39,2014,0,9,48
3.0,104,2014,0,9,129
4.0,80,2014,0,9,99
5.0,79,2014,0,9,103
6.0,79,2014,0,9,110
7.0,82,2014,1,9,99
8.0,96,2014,1,9,123
9.0,101,2014,0,9,140
,76,2014,0,10,93
1.0,110,2014,2,10,142
2.0,59,2014,0,10,74
3.0,92,2014,0,10,117
4.0,87,2014,0,10,124
5.0,74,2014,1,10,89
6.0,83,2014,0,10,113
7.0,93,2014,0,10,127
8.0,105,2014,0,10,136
9.0,96,2014,0,10,128
,106,2014,0,11,149
1.0,75,2014,0,11,89
2.0,51,2014,0,11,63
3.0,76,2014,0,11,97
4.0,65,2014,0,11,79
5.0,71,2014,1,11,95
6.0,58,2014,0,11,68
7.0,62,2014,1,11,88
8.0,84,2014,0,11,104
9.0,82,2014,0,11,113
,114,2014,0,12,155
1.0,71,2014,1,12,102
2.0,40,2014,0,12,49
3.0,76,2014,0,12,102
4.0,55,2014,1,12,65
5.0,53,2014,0,12,79
6.0,49,2014,0,12,57
7.0,68,2014,0,12,76
8.0,69,2014,0,12,86
9.0,84,2014,0,12,117
,161,2015,1,1,213
1.0,49,2015,0,1,57
2.0,26,2015,0,1,40
3.0,67,2015,0,1,77
4.0,50,2015,0,1,71
5.0,39,2015,0,1,59
6.0,52,2015,0,1,62
7.0,53,2015,1,1,67
8.0,77,2015,0,1,92
9.0,78,2015,0,1,107
,415,2015,2,2,536
1.0,23,2015,0,2,29
2.0,26,2015,0,2,32
3.0,33,2015,0,2,39
4.0,21,2015,0,2,33
5.0,21,2015,0,2,25
6.0,17,2015,2,2,25
7.0,24,2015,1,2,30
8.0,21,2015,0,2,24
9.0,30,2015,1,2,38
,36,2015,0,3,58
1.0,93,2015,1,3,120
2.0,55,2015,1,3,69
3.0,106,2015,1,3,134
4.0,54,2015,1,3,75
5.0,62,2015,0,3,88
6.0,75,2015,0,3,106
7.0,72,2015,0,3,104
8.0,83,2015,1,3,106
9.0,88,2015,0,3,107
,32,2015,0,4,47
1.0,89,2015,0,4,106
2.0,50,2015,0,4,69
3.0,108,2015,1,4,139
4.0,80,2015,0,4,120
5.0,72,2015,0,4,87
6.0,59,2015,0,4,85
7.0,86,2015,1,4,104
8.0,82,2015,0,4,117
9.0,105,2015,0,4,127
,48,2015,1,5,54
1.0,106,2015,0,5,144
2.0,43,2015,1,5,58
3.0,82,2015,0,5,106
4.0,86,2015,0,5,114
5.0,74,2015,0,5,105
6.0,80,2015,0,5,96
7.0,85,2015,2,5,121
8.0,117,2015,1,5,154
9.0,105,2015,0,5,146
,37,2015,0,6,51
1.0,87,2015,0,6,111
2.0,50,2015,0,6,62
3.0,106,2015,2,6,132
4.0,73,2015,1,6,93
5.0,67,2015,1,6,88
6.0,77,2015,0,6,108
7.0,86,2015,1,6,110
8.0,114,2015,1,6,161
9.0,95,2015,1,6,124
,47,2015,0,7,66
1.0,91,2015,0,7,113
2.0,64,2015,0,7,89
3.0,97,2015,0,7,131
4.0,81,2015,0,7,103
5.0,92,2015,1,7,110
6.0,81,2015,0,7,93
7.0,68,2015,0,7,89
8.0,84,2015,0,7,108
9.0,103,2015,1,7,137
,19,2015,1,8,22
1.0,34,2015,0,8,39
2.0,29,2015,0,8,40
3.0,42,2015,0,8,52
4.0,34,2015,0,8,44
5.0,53,2015,0,8,85
6.0,31,2015,0,8,37
7.0,44,2015,0,8,65
8.0,48,2015,1,8,57
9.0,51,2015,1,8,65
,49,2015,0,9,59
1.0,89,2015,1,9,115
2.0,37,2015,0,9,49
3.0,81,2015,0,9,102
4.0,83,2015,1,9,111
5.0,70,2015,0,9,95
6.0,78,2015,0,9,107
7.0,89,2015,1,9,113
8.0,94,2015,0,9,124
9.0,94,2015,0,9,117
,40,2015,0,10,49
1.0,99,2015,1,10,134
2.0,60,2015,0,10,75
3.0,130,2015,1,10,165
4.0,77,2015,0,10,102
5.0,81,2015,1,10,101
6.0,74,2015,0,10,112
7.0,89,2015,0,10,114
8.0,121,2015,1,10,165
9.0,110,2015,2,10,152
,26,2015,0,11,31
1.0,117,2015,0,11,142
2.0,54,2015,1,11,65
3.0,82,2015,0,11,97
4.0,76,2015,0,11,103
5.0,62,2015,0,11,87
6.0,80,2015,1,11,104
7.0,83,2015,1,11,108
8.0,104,2015,0,11,136
9.0,92,2015,0,11,115
,28,2015,1,12,36
1.0,92,2015,0,12,106
2.0,28,2015,0,12,40
3.0,66,2015,1,12,82
4.0,71,2015,0,12,92
5.0,61,2015,0,12,82
6.0,60,2015,1,12,83
7.0,66,2015,0,12,84
8.0,71,2015,0,12,106
9.0,82,2015,2,12,104
,33,2016,0,1,40
1.0,78,2016,1,1,85
2.0,37,2016,0,1,51
3.0,67,2016,0,1,83
4.0,63,2016,0,1,87
5.0,64,2016,1,1,84
6.0,43,2016,0,1,55
7.0,90,2016,2,1,118
8.0,77,2016,2,1,111
9.0,85,2016,1,1,130
,48,2016,0,2,73
1.0,102,2016,0,2,140
2.0,52,2016,0,2,60
3.0,77,2016,0,2,101
4.0,70,2016,0,2,95
5.0,65,2016,0,2,90
6.0,46,2016,0,2,56
7.0,66,2016,0,2,95
8.0,75,2016,0,2,111
9.0,105,2016,1,2,149
,35,2016,0,3,45
1.0,83,2016,0,3,113
2.0,53,2016,0,3,73
3.0,73,2016,0,3,100
4.0,71,2016,1,3,94
5.0,64,2016,0,3,87
6.0,71,2016,1,3,98
7.0,82,2016,0,3,112
8.0,93,2016,0,3,131
9.0,103,2016,0,3,158
,39,2016,0,4,53
1.0,84,2016,0,4,104
2.0,45,2016,0,4,62
3.0,111,2016,2,4,139
4.0,87,2016,0,4,119
5.0,69,2016,0,4,97
6.0,73,2016,0,4,96
7.0,106,2016,0,4,134
8.0,114,2016,0,4,139
9.0,93,2016,0,4,130
,36,2016,0,5,43
1.0,93,2016,0,5,128
2.0,60,2016,0,5,80
3.0,114,2016,0,5,147
4.0,76,2016,1,5,101
5.0,97,2016,1,5,132
6.0,64,2016,0,5,90
7.0,98,2016,0,5,127
8.0,106,2016,0,5,154
9.0,122,2016,0,5,166
,46,2016,0,6,53
1.0,95,2016,1,6,112
2.0,48,2016,0,6,59
3.0,98,2016,0,6,127
4.0,74,2016,0,6,102
5.0,70,2016,1,6,96
6.0,61,2016,0,6,75
7.0,79,2016,0,6,100
8.0,92,2016,0,6,121
9.0,104,2016,3,6,142
,32,2016,2,7,38
1.0,84,2016,0,7,103
2.0,49,2016,0,7,58
3.0,98,2016,1,7,132
4.0,94,2016,1,7,128
5.0,82,2016,0,7,100
6.0,75,2016,0,7,105
7.0,69,2016,0,7,90
8.0,93,2016,0,7,138
9.0,94,2016,0,7,122
,18,2016,0,8,26
1.0,36,2016,0,8,41
2.0,33,2016,0,8,49
3.0,52,2016,0,8,69
4.0,56,2016,0,8,80
5.0,48,2016,0,8,61
6.0,30,2016,0,8,42
7.0,59,2016,1,8,70
8.0,38,2016,0,8,53
9.0,59,2016,0,8,94
,45,2016,1,9,54
1.0,93,2016,0,9,120
2.0,48,2016,1,9,53
3.0,85,2016,0,9,110
4.0,78,2016,2,9,103
5.0,83,2016,0,9,120
6.0,67,2016,0,9,95
7.0,87,2016,1,9,130
8.0,84,2016,0,9,109
9.0,104,2016,0,9,133
,51,2016,0,10,80
1.0,97,2016,0,10,118
2.0,49,2016,0,10,67
3.0,94,2016,0,10,116
4.0,95,2016,1,10,110
5.0,84,2016,0,10,107
6.0,79,2016,0,10,108
7.0,104,2016,1,10,140
8.0,120,2016,1,10,144
9.0,100,2016,0,10,121
,59,2016,0,11,81
1.0,92,2016,0,11,118
2.0,49,2016,0,11,67
3.0,89,2016,0,11,119
4.0,80,2016,3,11,96
5.0,93,2016,0,11,121
6.0,65,2016,0,11,83
7.0,77,2016,1,11,104
8.0,101,2016,1,11,140
9.0,114,2016,3,11,151
,38,2016,0,12,51
1.0,72,2016,0,12,87
2.0,43,2016,0,12,62
3.0,71,2016,0,12,86
4.0,44,2016,0,12,61
5.0,58,2016,1,12,80
6.0,47,2016,2,12,57
7.0,61,2016,1,12,77
8.0,67,2016,1,12,81
9.0,79,2016,0,12,109
